Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
379.00,14096.44,14191.9,14078.98,14164.1,92.37,1307417.15,14153.77
380.00,14167.84,14249,14164.1,14248.99,23.28,330331.38,14191.76
381.00,14229.56,14250,14164.8,14213.98,20.2,287234.33,14219.62
382.00,14178.81,14213.83,14096.47,14150,36.95,522087.32,14131.16
383.00,14110.28,14150,14060.79,14060.79,21.54,304070.49,14114.19
384.00,14128.45,14130.1,14045.58,14059.96,37.24,524195.9,14077.51
385.00,14066.28,14090,13872.31,13872.31,201.36,2812493.39,13967.42
386.00,13877.54,13900.94,13765,13785.68,245.03,3385179.85,13815.6
387.00,13768.78,13860.33,13750,13800,139.41,1921964,13786.19
388.00,13790.74,13812.13,13551.24,13560,246.89,3372087.46,13658.53
389.00,13560,13690,13527.25,13527.25,141.86,1929419.63,13600.6
390.00,13527,13670,13516.02,13565.84,97.13,1318864.06,13577.8
391.00,13550.01,13661.86,13510.02,13661.86,94.41,1281931.32,13577.68
392.00,13671.95,13724.32,13612.86,13693.18,137.87,1887102.2,13687.8
393.00,13691.33,13750,13590.01,13688.84,49.38,674721.77,13665.03
394.00,13678.01,13690.96,13560.04,13600,40.17,547024.74,13618.16
395.00,13585.53,13671.7,13412,13412,173.69,2342460.23,13486.4
396.00,13413.98,13527.99,13412,13469.78,54.77,737938.81,13473.5
397.00,13474.09,13591.13,13415.9,13567.8,68.05,917028.67,13475.98
398.00,13551,13630,13551,13615.41,61.39,833767.13,13581.45
399.00,13585.21,13699.99,13574.71,13654,85.57,1168189.29,13651.38
400.00,13654,13700,13586.3,13663.25,97.51,1330769.14,13647.89
401.00,13663.24,13734.45,13646.08,13686.05,106.57,1459527.02,13695.76
402.00,13686.05,13734.45,13677.58,13721.99,87.37,1197358.02,13705.16
403.00,13721.99,13740,13590,13607.29,61.04,835554.33,13689.06
404.00,13607.3,13872.31,13607.3,13803.19,126.93,1748563.38,13775.46
405.00,13811.25,13895,13798.99,13857.44,141.38,1955679.9,13832.38
406.00,13824.89,13893.69,13770.27,13889.38,76.12,1053044.94,13834.38
407.00,13889.36,13891.81,13782.58,13788,72.08,995881.02,13815.94
408.00,13788.1,13848.94,13700.21,13848.94,74.86,1030873.58,13770.65
409.00,13834.2,13950,13800,13922.13,129.5,1798624.37,13889.33
410.00,13922.13,13949.91,13850,13850.13,41.28,572965.09,13880.99
411.00,13850.11,13928.44,13837.82,13849.95,58.3,808968.88,13875.58
412.00,13837.82,13897.09,13769.94,13858.77,68.25,943672.78,13826.15
413.00,13858.99,13881.02,13751.57,13806.76,50.58,698384.13,13806.8
414.00,13800.01,13840,13770.01,13783.32,92.24,1272431.32,13795.1
415.00,13776,13849.95,13741.65,13847.99,48.32,666023.96,13784.05
416.00,13849.99,13880.44,13764.81,13840,70.61,976038.47,13822
417.00,13840,13912,13829.6,13902.98,76.9,1066827.24,13872.21
418.00,13902.98,13912,13845.46,13899.44,60.93,845496.75,13877.6
419.00,13852.57,13902.64,13832.64,13832.64,66.6,923188.14,13861.66
420.00,13825.02,13957.05,13800,13845.44,288.37,4013438.29,13917.54
421.00,13845.45,13879.43,13796.98,13820.66,74.44,1028882.53,13821.3
422.00,13812.78,13898.24,13799.49,13862.37,39.56,546606.8,13817.37
423.00,13862.38,13901.6,13814.89,13823.11,24.94,345150.25,13840.19
424.00,13826.25,13900,13808,13898.15,65.02,900735.44,13853.14
425.00,13889.94,13954.92,13852.66,13954.92,111.33,1549164.81,13915.18
426.00,13954.92,13971.81,13862.45,13916.07,128.55,1790535.07,13929.02
427.00,13935.88,14081.7,13916.08,14068.51,87.9,1231806.48,14013.86
428.00,14068.51,14184.5,14010,14100.94,151.96,2143411.96,14104.8
429.00,14100.94,14139.95,14014.23,14046.62,90.51,1273489.27,14070.31
430.00,14050.2,14101.9,14015,14101.9,61.96,871254.42,14061.26
431.00,14031.55,14137.96,14029.59,14050.82,72.38,1018465.38,14071.67
432.00,14050.82,14215.63,14029.62,14139.31,364.59,5161131.46,14156.07
433.00,14139.31,14160.58,14079.02,14096.73,64.84,915488.79,14119.34
434.00,14096.73,14106,14032.99,14049.99,56.33,792665.24,14071.78
435.00,14052.54,14083.32,14017.88,14030.37,53.14,746004.58,14037.47
436.00,14019.01,14100,14019.01,14095.02,61.11,859702.66,14068.94
437.00,14095.01,14200,14095.01,14119.53,65.49,926431.21,14145.12
438.00,14114.42,14126.99,14045,14045,77.63,1092873.55,14077.19
439.00,14059.69,14060,13925,14003.24,98.75,1381845.52,13993.53
440.00,14004.99,14030,13968.2,13993.94,32.17,450028.42,13988.95
441.00,13993.94,14051,13968.97,14047.26,54.85,768616.75,14014.22
442.00,14026.84,14061,14004.13,14042.67,31.08,436436.17,14041.77
443.00,14059.99,14085.96,13970.51,13975.52,96.79,1356308.31,14012.73
444.00,13975.53,14011.81,13892.07,13892.07,98.86,1377024.36,13928.54
445.00,13892.08,13944.99,13890,13890.01,87.91,1222314.3,13904.38
446.00,13936.17,13976.03,13892.01,13955.24,53.73,747737.64,13917.72
447.00,13955.23,13993.35,13919.26,13966.47,38.62,539076.4,13960.15
448.00,13966.47,14018.63,13908.33,13933.4,69.29,967312.2,13961.2
449.00,13933.4,13997.85,13910.14,13979.96,62.93,877972.52,13950.84
450.00,13979.96,14025.92,13941.01,14013.28,25.58,357610.09,13980.16
451.00,14013.28,14051,13990,14019.94,92.67,1299310.34,14020.99
452.00,14019.94,14159.12,14006,14100,113.58,1598953.75,14077.41
453.00,14100,14124.52,14020.78,14020.79,104.45,1470107.2,14075.27
454.00,14020.79,14050,14004.5,14031.42,36.72,515350.05,14034.66
455.00,14031.42,14040.44,13958.99,13958.99,62.82,879558.16,14000.24
456.00,13965.98,13965.98,13890,13898.16,51.24,714163.04,13937.18
457.00,13890.75,13911.61,13837.71,13902.96,76.35,1058436.25,13863.77
458.00,13902.97,13930.2,13890.89,13916.17,42.35,589593.14,13923.17
459.00,13914.13,13928,13862.12,13883.17,25.2,350332.31,13901.34
460.00,13871.01,13883.17,13740,13767.99,91.64,1265359.19,13808.54
461.00,13768,13835.08,13750.82,13831.36,62.53,861877.13,13783.52
462.00,13802.67,13898.99,13800,13836.02,56.99,787373.04,13817.08
463.00,13860.76,13893.19,13800.24,13835.42,37.96,525062.85,13832.9
464.00,13849.73,13849.74,13700.2,13703.79,100.11,1379862.83,13783.16
465.00,13700.3,13755.16,13631.95,13655,129.11,1767466.85,13689.63
466.00,13650.5,13799.95,13632.06,13761.43,71.22,976178.82,13705.95
467.00,13761.45,13789.92,13676.74,13774.97,55.89,767478.34,13731.18
468.00,13786.99,13858.3,13737.83,13837.22,47.26,652966.68,13817.73
469.00,13810.31,13895.01,13792,13892.37,70,969231.39,13846.16
470.00,13894.78,13976.61,13890.91,13971.59,91.62,1277304.05,13941.6
471.00,13976.61,14046.58,13957.5,13962.72,99.05,1387524.84,14008.64
472.00,13972.6,14081.7,13959.2,14081.7,105.47,1478452.88,14017.75
473.00,14081.7,14187.53,14072.02,14160.99,149.83,2117807.88,14134.4
474.00,14160.99,14223.04,14152.1,14183.34,126.67,1797977.22,14193.7
475.00,14198.13,14210,14086.71,14097.51,76.49,1082201.81,14147.66
476.00,14117.2,14197.37,14097.51,14197.37,85.89,1213890.14,14132.52
477.00,14199.98,14223.04,14175.38,14223.03,85.8,1219131.05,14209.5
478.00,14223.03,14401.72,14223,14378.69,222.28,3181958.71,14315.09
479.00,14378.69,14499,14357.09,14490.02,146.96,2119639.28,14422.8
480.00,14496.87,14500,14400,14406.94,134.72,1948242.63,14461.05
481.00,14406.94,14655.65,14406.94,14655.64,146.57,2130436.12,14535.26
482.00,14655.64,14673.71,14502.4,14566.98,175.3,2561486.99,14612.14
483.00,14608.89,14608.89,14440,14523.11,75.82,1100589.14,14515.32
484.00,14487.99,14674.5,14487.99,14639.56,109.64,1600401.04,14596.49
485.00,14625.01,14674.5,14565.23,14630,106.08,1551963.15,14629.5
486.00,14630,14686.27,14530,14541.84,98.44,1440433.84,14632.5
487.00,14541.84,14575.04,14434.78,14449.99,73.21,1061237.47,14496.21
488.00,14450,14518.11,14450,14499.2,83.74,1212920.61,14485.16
489.00,14499.99,14550,14477.1,14528.17,98.1,1425269.64,14528.39
490.00,14501.52,14528.13,14445,14456.68,49.89,722921.91,14490.53
491.00,14456.7,14524.8,14456.68,14524.5,55.65,806585.61,14493.4
492.00,14512.78,14543.31,14466.35,14491.61,51.32,744752.15,14511.97
493.00,14491.62,14491.63,14341,14353.7,76.86,1106395.19,14394.29
494.00,14342.89,14460.02,14342.01,14397.31,118.07,1701519.33,14410.54
495.00,14422.51,14550,14401.84,14530,99.25,1438750.43,14495.97
496.00,14530.02,14530.02,14462.99,14462.99,50.47,732198.09,14507.43
497.00,14474.48,14525,14472,14472.24,23.97,347276.92,14488.87
498.00,14472,14498.9,14439,14498.9,30.1,435733.74,14477.39
499.00,14459.2,14498.89,14350,14360.61,37.87,545776.59,14412.31
500.00,14360.61,14444.98,14350,14438.8,47.41,682177.33,14388.65
501.00,14434.24,14450.62,14400,14443.79,28.88,416743.98,14430.14
502.00,14443.79,14517.76,14417.86,14514.57,22.42,324629.13,14479.68
503.00,14518.05,14579.01,14500.41,14555.8,32.86,478175.75,14550.89
504.00,14555.8,14580,14535.14,14550,31.79,462918.85,14562.56
505.00,14550,14657.77,14546.33,14651.09,66.95,978704.2,14617.65
506.00,14649.99,14694.81,14603.75,14694.81,55.33,811397.78,14664.06
507.00,14694.81,14700,14655,14660,79.8,1171596.61,14681.07
508.00,14660.01,14674.48,14600.01,14616.36,36.53,534679.9,14635.41
509.00,14616.37,14669.97,14602.42,14650.37,29.3,428428.61,14623.66
510.00,14631.63,14663.72,14540.05,14576.29,76.26,1113405.78,14599.46
511.00,14576.39,14576.39,14508.88,14540.82,49.08,713507.71,14539.05
512.00,14554.99,14576.38,14508.89,14570,75.15,1093525.8,14550.89
513.00,14536.59,14599.99,14517.67,14573.94,84.02,1223410.63,14560.72
514.00,14534.57,14574.95,14520,14564.1,18.81,273623.65,14549.22
515.00,14574.48,14574.48,14535.13,14555,22.08,321695.94,14567.83
516.00,14555,14568.67,14407.04,14525.4,51.79,750111.76,14483.01
517.00,14530.56,14569.98,14470.15,14486.3,28.77,418432.55,14542.53
518.00,14486.41,14489.15,14457.27,14488.99,12.59,182148.49,14473.01
519.00,14485.39,14485.39,14456.65,14476.11,20.97,303480.93,14471.93
520.00,14480,14480.53,14401.72,14420.04,41.66,600670.66,14420.03
521.00,14401.72,14450,14350.01,14399.59,35.52,511067.02,14386.86
522.00,14399.6,14419.49,14351.98,14385,42.99,618381.37,14384.81
523.00,14385,14463,14372.1,14435,23.34,336324.47,14410.85
524.00,14435,14451,14400,14400,22.8,329087.77,14431.57
525.00,14400,14404.84,14294.25,14331.7,53.78,770858.75,14334.54
526.00,14331.7,14400.01,14318.43,14392.93,59.02,847544.26,14360.66
527.00,14392.61,14510.15,14392.61,14506.23,29.4,425075.62,14458.91
528.00,14500.44,14502.21,14320.01,14365.34,28.98,416674.78,14378.57
529.00,14357.74,14404.86,14312,14404.33,24.68,354062.96,14349.04
530.00,14400,14424.48,14356.01,14385.31,9.55,137456.69,14388.68
531.00,14385.29,14385.29,14300.18,14300.18,21.26,304970.88,14341.61
532.00,14295.65,14375.82,14294.25,14375.82,40.92,586537.4,14332.58
533.00,14344.43,14376.58,14263.01,14329.16,57.36,820451.34,14302.56
534.00,14333.45,14349.01,14289.32,14335.12,21.48,307748.75,14328.83
535.00,14335.14,14449.48,14335.13,14441.24,23.26,334753.69,14391.98
536.00,14440.63,14484.48,14396.56,14484.48,13.09,189009.41,14441.44
537.00,14457.77,14509.99,14457.77,14500,8.55,123916.81,14497.5
538.00,14498.01,14537.11,14425,14443.99,35.09,507776.4,14472.7
539.00,14443.99,14480,14425,14443.01,13.94,201581.61,14458.13
540.00,14443.01,14480,14440,14477.25,13.36,193256.45,14467.78
541.00,14477.46,14480,14459.28,14480,20.58,297741.09,14470.62
542.00,14479.99,14508.52,14400,14400,68.58,991537.3,14457.42
543.00,14400,14466.69,14384.22,14450.19,44.42,640951.9,14430.39
544.00,14446.58,14458.27,14380.72,14450,13.15,189713.58,14421.69
545.00,14450,14538.94,14447.03,14491.44,31.12,450677.27,14480.83
546.00,14491.44,14529.12,14451.83,14509.1,11.43,165590.76,14490.69
547.00,14509.1,14565.48,14509,14552.75,14.47,210246.31,14529.29
548.00,14552.75,14629.9,14516.34,14530.04,221.28,3232779.27,14609.25
549.00,14530.1,14585.61,14505.51,14526.28,27.89,405758.35,14547.81
550.00,14526.37,14570,14500,14534.35,18.72,271927.97,14525.3
551.00,14534,14540,14450,14470.97,59.32,860733.21,14509.75
552.00,14470.97,14529.88,14420,14511,39.74,575517.96,14482.34
553.00,14491.36,14550.9,14484.24,14549.51,32.92,478592.64,14537.38
554.00,14549.28,14549.28,14464.26,14464.26,8.73,126774.79,14519.39
555.00,14475.86,14524.06,14435.49,14472.96,27.48,397384.58,14461.13
556.00,14473.22,14553.57,14447.3,14482.27,27.58,400327.71,14515.48
557.00,14540.5,14552.09,14480,14498.14,27.16,394335.8,14516.72
558.00,14480,14514.3,14444,14446.85,34.75,503672.44,14495.19
559.00,14473.17,14492.58,14400,14492.56,8.45,121933.29,14438.44
560.00,14492.56,14499.98,14409.92,14409.92,7.36,106333.23,14449.34
561.00,14443.79,14443.79,14350.02,14352.22,14.39,207048.74,14388.01
562.00,14383.75,14412.87,14343.61,14350.1,36.1,518611.08,14364.68
563.00,14379.99,14431.36,14294.25,14424.97,75.89,1087708.64,14332.24
564.00,14405.01,14524.19,14369.54,14524.19,89.83,1295899.08,14426.26
565.00,14525,14552.88,14483.73,14552.88,70.75,1027568.39,14522.94
566.00,14550.33,14582.39,14480.3,14480.31,43.13,627809.98,14556.23
567.00,14493.18,14508.95,14400.86,14445.83,41.01,592296.75,14442.68
568.00,14478.56,14520.81,14445.96,14510.01,23.38,339147.56,14505.38
569.00,14510.01,14575.51,14505,14550.38,28.55,414828.65,14531.56
570.00,14561.03,14590,14530.13,14587.38,30.51,444728.99,14576.77
571.00,14586.61,14590.73,14548.96,14574.43,20.01,291480.71,14567.53
572.00,14574.43,14619.1,14574.43,14600.02,26.2,382753.82,14608.93
573.00,14596.83,14609.99,14550.07,14584.31,17.56,256088.42,14580.01
574.00,14571.58,14750,14571.58,14750,182.34,2675677.84,14673.73
575.00,14750,14889.99,14750,14866.54,202.64,3004674.67,14827.85
576.00,14860,14900,14781.95,14890.02,60.55,899856.92,14860.71
577.00,14899.99,14973.07,14890.11,14940,125.97,1881123.29,14933.25
578.00,14920.01,14920.02,14784.62,14869.99,46.85,695135.45,14837.92
579.00,14869.99,14917.95,14789.81,14799.47,49.58,735869.55,14841.51
580.00,14799.27,14821.08,14770,14805.19,53.25,787437.6,14786.3
581.00,14793.18,14866.32,14786,14837.31,44.6,661394.36,14829.9
582.00,14836.01,14900,14836.01,14879.48,19.01,282422.78,14860.44
583.00,14840.98,14884.43,14773,14818.42,56.47,837465.99,14829.82
584.00,14817.97,14821.89,14694.68,14724.28,119.42,1761486.05,14750.37
585.00,14729.3,14772.01,14685.14,14712,18.42,271143.99,14716.66
586.00,14712.41,14778.11,14712.41,14776.79,17.77,262188.42,14752.84
587.00,14722.33,14768.9,14655.65,14675.71,32.27,474854.64,14714.38
588.00,14656.58,14738.2,14619.1,14662.61,64.36,944986.26,14682.84
589.00,14662.61,14708.9,14619.1,14675.3,72.11,1056282.78,14648.95
590.00,14654.96,14730,14620.3,14690.64,93.61,1373754.82,14674.66
591.00,14719.91,14719.91,14582.64,14582.64,50.42,737553.61,14629.56
592.00,14582.65,14600,14562.67,14599,12.49,182286.5,14593.64
593.00,14599,14650.63,14598.99,14650.41,17.43,254825.33,14619.76
594.00,14650.51,14683.41,14581.02,14642,20.43,299128.6,14644.49
595.00,14642,14661.46,14568.05,14576.32,21.14,308522.16,14595.69
596.00,14565.51,14576.32,14445.14,14451.28,66.58,965783.01,14504.56
597.00,14451.62,14512,14444.99,14512,17.38,251902.41,14497.14
598.00,14511.99,14550,14511.99,14530.4,19.66,285929.76,14544.62
599.00,14530.4,14550,14469.45,14515.77,22.56,327539.91,14516.68
600.00,14515.75,14515.81,14446.36,14466.66,13.19,190899.82,14473.25
601.00,14508.25,14576.32,14442.13,14531.08,36.76,533462.14,14511.96
602.00,14569.97,14569.97,14466.81,14500.1,49.02,710766.42,14499.02
603.00,14518.38,14576.58,14476.31,14514.97,40.85,592959.79,14516.11
604.00,14514.97,14574.67,14499.4,14501,17.49,254267.27,14534.22
605.00,14552.8,14552.8,14480,14533.14,22.95,332883.34,14502.61
606.00,14488.39,14532.24,14437.72,14445.77,38.93,562805.05,14458.48
607.00,14487.31,14487.31,14401.74,14402.73,9.67,139553.95,14435.35
608.00,14404.7,14464.63,14380.99,14411.53,36.1,520330.69,14412.69
609.00,14411.53,14460.64,14365.81,14449.99,20.5,295602.84,14417.29
610.00,14450,14472.21,14400.77,14450.29,10.51,151723.65,14438.72
611.00,14449.96,14459.78,14329.98,14329.98,37.31,535934.03,14363.72
612.00,14327,14327,14166,14248.6,97.66,1389762.06,14229.99
613.00,14248.59,14276.08,14166.01,14166.01,12.88,183200.88,14223.35
614.00,14176.16,14176.16,13734.47,13872.31,310.84,4333729.88,13941.91
615.00,13872.99,14018.51,13818.4,13917.99,92.39,1288124.7,13941.63
616.00,13917.99,13991.41,13801.82,13830.02,48.82,677696.14,13882.04
617.00,13810.01,13868.7,13674.36,13800.1,129.2,1775048.65,13739.11
618.00,13800.03,13942.75,13785.02,13790,48.22,669421.14,13882.24
619.00,13786.1,13876.81,13674.37,13820,113.4,1558650.77,13745.17
620.00,13802.83,13917.71,13789.71,13824.06,68.56,948717.49,13836.88
621.00,13823.97,13848.06,13575.06,13593.99,164.82,2254762.85,13680.2
622.00,13596.44,13631.95,13511.57,13511.57,170.4,2308161.83,13545.89
623.00,13511.64,13552.47,13140,13140,351.62,4695118.62,13352.88
624.00,13140,13395.76,13120,13269.71,207.58,2744199.47,13220.16
625.00,13269.73,13570.76,13262.11,13567,125.26,1682850.89,13434.99
626.00,13566.98,13608.43,13374.71,13500,217.76,2953027.54,13560.7
627.00,13500,13500,13295.79,13295.79,101.08,1349572.3,13350.92
628.00,13295.79,13304.5,12839.05,12852.73,420.44,5482061.8,13038.73
629.00,12852.73,13139.25,12800,12946.45,245.96,3197520.55,13000.01
630.00,12946.45,13163.49,12871.15,13017.13,131.14,1702640.73,12983.47
631.00,13017.12,13163.62,12871.23,13083.97,164.04,2137321.27,13029.66
632.00,13078.73,13100,12878.86,13050,119.72,1558207.81,13015.16
633.00,13049.99,13210.99,12892.64,13210.99,126.08,1649840.88,13085.3
634.00,13203.45,13229.56,13050.12,13196.99,149.86,1973464.22,13168.47
635.00,13196.99,13395.76,13180.58,13395.76,127.41,1691837.04,13279.1
636.00,13395.76,13395.76,13260,13307.41,170.07,2267662.96,13333.91
637.00,13307.41,13367.65,13211.01,13319.46,85.84,1138517.31,13262.96
638.00,13323.53,13597.96,13308.43,13591.15,128.84,1740866.48,13511.58
639.00,13591.15,13597.96,13400,13560,77.28,1044865.38,13521.27
640.00,13559.99,13700.2,13535.73,13653.43,128.19,1749435.15,13647.68
641.00,13653.43,13653.54,13454.98,13583.36,72.66,982858.24,13527.07
642.00,13583.36,13583.36,13362.35,13370.62,47.91,643327.23,13428.74
643.00,13370.62,13463.04,13329.03,13352.52,63.63,851548.23,13383.18
644.00,13352.52,13463.03,13329.03,13462.57,45.65,611059.04,13386.51
645.00,13396.61,13462.48,13339.86,13365.52,76.72,1026589.37,13381.35
646.00,13365.52,13373.99,13196.57,13200,127.37,1694158.2,13301.32
647.00,13200,13253.64,13130.83,13133.31,94.8,1248181.49,13166.86
648.00,13133.31,13239.95,13070.01,13145,142.75,1872545.34,13117.67
649.00,13154.99,13346.01,13130.1,13151.85,52.65,695852.68,13215.45
650.00,13198.76,13462.82,13151.86,13462.82,68.72,920164.07,13389.98
651.00,13422.84,13462.82,13357.36,13357.6,53.04,711273.23,13408.93
652.00,13357.46,13520.69,13313.16,13520.69,91.48,1227596.39,13418.91
653.00,13520.69,13530,13428.05,13505.13,33.98,458595.86,13495.76
654.00,13459.11,13514.64,13402,13514.64,32.49,436566.04,13438.33
655.00,13514.64,13564.05,13435.1,13460,67.07,905668.51,13503.49
656.00,13460.01,13557.71,13438.97,13530.54,32.29,435747.12,13495.33
657.00,13530.54,13557.7,13500,13551.87,37.43,505638.28,13509.93
658.00,13508.47,13550.73,13416.55,13416.55,17.09,230428.35,13485.16
659.00,13466.81,13466.81,13366.48,13455,46.21,620335.31,13424.59
660.00,13440.27,13482.86,13383.83,13392.49,12.33,165462.03,13417.78
661.00,13392.49,13392.49,13239.21,13280.97,69.59,924285.12,13282.8
662.00,13294.9,13299.98,13196.57,13196.57,69.47,922294,13275.92
663.00,13196.57,13372.04,13196.57,13337.84,45.03,597653.03,13271.35
664.00,13337,13439.8,13327.54,13406.25,21.49,287221.2,13365.63
665.00,13406.25,13597.96,13356,13517.4,156.22,2110244.56,13507.8
666.00,13517.34,13650,13507.61,13650,72.87,990886.29,13598.32
667.00,13650,13699,13572.07,13631.3,108.6,1482025.82,13646.67
668.00,13632.08,13660.58,13538.01,13556.1,33,449087.94,13607.28
669.00,13579.58,13585,13495.18,13550,29.36,397637.08,13544.36
670.00,13532.72,13630.19,13532.72,13630.19,39.96,542327.94,13572.88
671.00,13631.44,13664.09,13560,13594.61,56.78,774013.53,13631.4
672.00,13594.62,13626.26,13562.24,13626.22,65.68,892612.58,13589.64
673.00,13582.14,13734.45,13575.94,13699.23,132.72,1815741.55,13680.51
674.00,13720.23,13800,13712.89,13750.02,97.92,1347741.55,13764.24
675.00,13788.84,13824.35,13692.55,13699.23,62.48,861029.72,13779.87
676.00,13694.14,13762.54,13690,13750,36.1,495500.72,13724.27
677.00,13750,13825,13749.18,13762.73,29.11,401291.43,13785.34
678.00,13753.01,13799.94,13667.46,13729.85,60.52,830255.25,13717.59
679.00,13728.94,13827,13680.1,13813.52,31.93,439187.44,13754.88
680.00,13813,13835,13761.82,13777.95,45.49,628380.78,13812.99
681.00,13778.23,13834.97,13770.01,13827.98,19.1,263761.77,13806.54
682.00,13827,13837.71,13770.12,13822.68,56.78,785124.12,13826.32
683.00,13773.23,13837.71,13751.55,13753.19,63.74,880292.01,13810.34
684.00,13753.51,13837.71,13737.23,13807.1,29.99,412715.5,13760.62
685.00,13745.72,13808.67,13734.39,13734.39,39.51,542939.18,13742.02
686.00,13734.39,13751,13659.14,13729.06,17.9,245318.32,13702.92
687.00,13728.97,13728.97,13614.42,13725.41,40.89,558570.55,13659.79
688.00,13703.94,13750,13667.42,13704.75,23.65,324557.89,13721.06
689.00,13704.96,13739.97,13676.04,13729.66,17.38,238222.98,13708.43
690.00,13729.66,13740,13660.16,13707.21,81.45,1114750.54,13686.7
691.00,13707.21,13723.41,13562.23,13593.33,27.68,377267.14,13631.82
692.00,13593.33,13617.34,13562.23,13567.95,26.28,356799.08,13577.56
693.00,13567.23,13580,13472.77,13493.75,86.32,1168206.85,13533.13
694.00,13493.75,13529.9,13429.25,13483.01,75.63,1018940.41,13472.27
695.00,13499,13610.04,13473.95,13558.05,35.07,476033.64,13575.31
696.00,13595.62,13613.46,13480.6,13554.04,49.08,665315.98,13556.38
697.00,13589.75,13646.27,13553.6,13625.98,18.18,246931.67,13583.62
698.00,13625.98,13630.9,13493.22,13493.49,24.51,332272.09,13557.95
699.00,13493.49,13550,13448.4,13459.99,49.04,661787.7,13494.82
700.00,13459.99,13478.78,13329.06,13400.1,113.22,1516611.96,13394.91
701.00,13397.05,13482.36,13372,13481.15,41.04,551091.21,13427.09
702.00,13480.45,13480.45,13381.26,13421.83,49.41,663276.1,13422.97
703.00,13411.6,13560,13411.6,13560,56.35,761249.26,13510.16
704.00,13560,13580,13500.06,13500.07,53.68,727624.45,13554.41
705.00,13500.01,13525.24,13448,13450,56.82,765561.14,13473.69
706.00,13450,13480,13383.54,13428.94,73.95,992313.57,13418.56
707.00,13428.94,13444,13329.03,13333.53,42.95,574543.89,13378.02
708.00,13332.87,13352.07,13250,13271.32,147.67,1964228.85,13301.22
709.00,13256.94,13288,13196.57,13249.6,143.87,1902440.55,13222.98
710.00,13207.01,13378.88,13207,13378.88,72.69,965331.08,13279.44
711.00,13370.06,13378.87,13265.74,13348.69,58.2,775356.25,13321.85
712.00,13300.11,13358,13210,13210.53,107.83,1432593.24,13285.47
713.00,13210.53,13320,13200.02,13256.8,85.84,1140320.09,13284.48
714.00,13257.33,13318.8,13220.45,13250,76.18,1009605.46,13252.51
715.00,13250,13271.01,13157.14,13215,109.42,1444101.72,13197.34
716.00,13214.99,13247.32,13130.83,13180.04,82.35,1085164.23,13176.93
717.00,13193.66,13429.25,13140.73,13429.25,105.51,1404022.89,13306.79
718.00,13429.25,13462.82,13365,13461.48,79.72,1070019.36,13422.25
719.00,13462.82,13462.82,13421.52,13426.67,82.3,1106905.61,13449.38
720.00,13426.68,13462.82,13386.58,13462.81,24.13,324198.7,13433.55
721.00,13450.01,13597.96,13430,13597.96,92.81,1254204.86,13513.37
722.00,13588.41,13600,13565.01,13597.8,66.72,907034.18,13595.14
723.00,13598,13800,13580.1,13717.39,415.65,5699632.68,13712.71
724.00,13732.02,13797,13675,13690.3,69.02,948327.85,13739.73
725.00,13675,13731.91,13595.75,13653.81,102.87,1402987.78,13638.6
726.00,13653.81,13696.89,13601.24,13648.49,12.97,176847.89,13636.82
727.00,13648.48,13681.17,13620.74,13675.37,22.29,304353.5,13656.97
728.00,13675.37,13750,13675.37,13680.01,128.61,1764313.81,13718.74
729.00,13680.01,13813.13,13675.37,13813.13,93.08,1279316.95,13744.87
730.00,13803.98,13847,13789.2,13838.57,21.89,302619.57,13823.26
731.00,13838.57,13864.86,13810,13812.47,61.49,850582.12,13833.21
732.00,13818.4,13896,13810.01,13889.88,32.03,444073.37,13862.61
733.00,13870.01,13905,13780,13800,104.94,1453766.93,13853.29
734.00,13812,13852.88,13789.54,13837.57,34.47,475884.62,13805.93
735.00,13810.01,13836.2,13699.99,13765.83,35.31,485967.09,13763.68
736.00,13713.04,13749.99,13650,13734.87,68.02,930977.62,13686.71
737.00,13697,13765,13673.82,13680,26,357063.65,13732.38
738.00,13680,13687.34,13602.47,13612.62,31.9,435062.16,13639.62
739.00,13612.61,13650,13597.96,13631,78.56,1069634.42,13615.47
740.00,13631,13730,13611.62,13720.16,77.96,1065062,13660.91
741.00,13729.93,13730,13674.6,13680,61.37,840743.47,13700.25
742.00,13680,13697,13660,13685,126.72,1734074.11,13684.71
743.00,13685,13685,13668.61,13685,63.74,872269.5,13684.55
744.00,13685,13730,13685,13729.99,141.41,1936320.8,13693.26
745.00,13729.99,13754.8,13700,13749.94,69.45,952856.35,13720.14
746.00,13739.27,13786.77,13700,13751.75,64.11,880417.73,13732.17
747.00,13751.76,13763,13597.96,13648.83,78.06,1066554.52,13663.41
748.00,13647.98,13648.82,13564.05,13576.91,94.67,1287287.61,13598.22
749.00,13623.43,13679.12,13575.01,13647.26,111.64,1521107.32,13625.45
750.00,13647.26,13707.93,13600.01,13605.87,61.67,841151.1,13640.23
751.00,13652.39,13692.22,13580.32,13689.47,72.43,986995.92,13626.33
752.00,13636.72,13701.53,13585.9,13625.03,82.23,1121333.99,13636.3
753.00,13625.02,13690,13600.02,13673.73,73.57,1003299.89,13636.89
754.00,13673.7,13700,13600,13688.53,106.06,1448127.88,13653.31
755.00,13613.66,13905,13613.66,13904.99,88.45,1221705.47,13812.68
756.00,13900,14099,13874.52,14099,238.12,3332785.97,13996.19
757.00,14099,14200,14051,14145,151.4,2137065.21,14115.49
