Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
758.00,14169.97,14199.97,14088.28,14157.19,97.91,1384648.05,14142.24
759.00,14149.95,14200,14100,14133,50.38,712391.53,14139.08
760.00,14113.29,14151.85,14038.96,14089,92.88,1308682.38,14090.57
761.00,14052.26,14167.11,14052.24,14167.09,76.76,1082244.14,14098.67
762.00,14145.99,14175,14002.31,14068.52,65.15,919295.5,14111.04
763.00,14068.99,14070.6,13943.07,13980,55.4,777080.62,14027.18
764.00,13979.99,14035.32,13946.86,13999,29,405887.77,13996.21
765.00,13990.01,14025,13907.11,13960.01,82.7,1154139.23,13956.35
766.00,13959.88,13966.14,13872.31,13916.18,105.22,1464005.37,13913.31
767.00,13916.18,14020.83,13900,13969,26.65,372418.78,13975.72
768.00,13969,13999.98,13901.4,13975.78,32.49,453634.8,13961.85
769.00,13923.77,14045,13916.84,14000.01,26.63,373078.88,14010.48
770.00,14010.81,14081.97,13950.02,13965,43.82,614367.12,14019.06
771.00,13965,14069.96,13965,14060,47.74,670053.33,14034.11
772.00,14035.03,14097.81,14020,14056.08,18.92,265757.4,14046.96
773.00,14040.5,14069.79,14000.13,14057.01,37.8,530389.34,14031.61
774.00,14050,14108.01,14038.99,14104.71,19.71,277672.29,14089.49
775.00,14104.99,14120,14040,14098.41,98.45,1386359.98,14082.27
776.00,14098.41,14161.75,14065.03,14065.96,47.53,670992.56,14118.73
777.00,14114.97,14129.99,14020.67,14030.96,31.67,445370.39,14064.85
778.00,14030,14086.53,13872.33,13903.99,50.81,709252.71,13958.61
779.00,13934.31,13950,13844,13867.44,38.36,533229.97,13902.19
780.00,13867.44,13898.05,13768.78,13770,49.73,687157.24,13818.29
781.00,13768.78,13839.48,13730.02,13799.79,58.61,806491.53,13761.45
782.00,13799.79,13916.3,13765.52,13793.98,49.3,682960.79,13852.98
783.00,13788,13823.4,13730.7,13782.95,44.49,612557.07,13769.24
784.00,13782.95,13832.01,13700.2,13711,47.85,658437.11,13759.85
785.00,13734.99,13768.7,13675,13675,70.32,963124.92,13695.42
786.00,13675.01,13752,13675.01,13750,13.12,179930.27,13709.17
787.00,13751.99,13806.57,13700,13744.96,36.53,502237.78,13747.74
788.00,13738.97,13738.97,13675,13675,33.02,451597.85,13677.35
789.00,13685.38,13708.57,13675,13685.57,7.45,101909.65,13686.92
790.00,13685.52,13726.87,13682.38,13726.87,63.61,871431.62,13700.67
791.00,13726.87,13762.35,13600,13600.01,124.54,1700745.72,13656
792.00,13600.99,13689.99,13600.01,13660.99,19.24,262847.33,13658.72
793.00,13660.99,13678.08,13629.15,13645.62,6.73,91920.17,13659.68
794.00,13643.99,13698.57,13610,13650,25.53,348490.41,13649.91
795.00,13649.99,13769.69,13649.99,13740,48.59,666064.87,13707.32
796.00,13740.01,13769.69,13701.61,13725.03,18.96,260516.03,13743.59
797.00,13701.71,13867.5,13701.71,13852.47,57.25,788167.69,13768.14
798.00,13830,13866.94,13784.73,13820,28.45,393239.1,13824.15
799.00,13854.55,13878.45,13809.08,13859.84,12.81,177202.57,13829.78
800.00,13823.92,13860.01,13799.11,13855.4,32.5,449437.32,13829.73
801.00,13855.98,13872.27,13804.3,13835.36,17.01,235677.61,13855.07
802.00,13830.05,13866.8,13700,13705,56.8,781284.92,13754.05
803.00,13742.69,13742.69,13639.47,13702.83,38.96,533288.4,13689.42
804.00,13729.94,13785.19,13702.83,13750,22.47,308880.23,13746.41
805.00,13783.32,13851.78,13750,13819.95,56.92,787050.14,13827.26
806.00,13800,13819.65,13718.87,13718.87,26.83,369122.38,13757.46
807.00,13718.87,13813.47,13690.01,13813.13,22.83,313431.45,13728.76
808.00,13812.89,13812.89,13714.07,13730.05,7.77,106983.52,13768
809.00,13730.05,13753.52,13677.01,13681.45,32.19,441965.36,13730.04
810.00,13738.38,13748.98,13681.77,13739.8,21.18,290217.25,13700.26
811.00,13739.78,13767.19,13580.32,13580.32,48.53,661555.21,13631.75
812.00,13580.33,13597.94,13192.32,13315.39,351.14,4699370.51,13383.33
813.00,13315.99,13359.01,13223.76,13271.66,134.56,1789193.57,13296.69
814.00,13271.64,13358.72,13237.44,13305,69.43,923446.27,13300.94
815.00,13305,13411.83,13270,13399,85.49,1141399.28,13351.25
816.00,13399.99,13462.81,13336.06,13376.6,79.02,1059378.07,13405.7
817.00,13377.43,13430.3,13354,13413.72,37.49,501829.93,13385.76
818.00,13406.99,13427.08,13270,13330,57.46,765709.73,13325.2
819.00,13330,13348.1,13208.37,13208.38,34.95,464449.78,13290.39
820.00,13241.79,13305.93,13150,13272.69,64.13,846438.87,13198.17
821.00,13266.41,13415,13266.41,13350,29.22,390162.9,13352.54
822.00,13351.14,13429.25,13345.69,13429.25,82.11,1097900.31,13371.3
823.00,13429.25,13530.22,13401.95,13438.46,70.45,950479.86,13491.14
824.00,13438.49,13539,13438.49,13517.22,19.1,258187.46,13517.01
825.00,13517.22,13549.99,13386.13,13486.39,38.73,521644.32,13468.41
826.00,13444.94,13486.38,13368.12,13377.84,11.55,155073.14,13427.36
827.00,13377.86,13474.6,13372.24,13429.59,23.81,320056.75,13441.38
828.00,13429.6,13485.59,13398.37,13400,13.9,186869.68,13446.33
829.00,13398.5,13473.82,13398.4,13427.19,28.97,389244.01,13434.26
830.00,13450,13450,13376.44,13376.45,24.69,331360.3,13423.14
831.00,13376.43,13398.17,13275.07,13375.72,59.51,793310.67,13331.82
832.00,13370,13457.49,13335.86,13390,30.76,412591.1,13413.01
833.00,13390,13429.96,13338.51,13401.87,17.37,232582.32,13389.21
834.00,13401.87,13401.87,13262.64,13300,48.8,650256.76,13326.07
835.00,13300,13310.17,13200,13229.55,34.5,457129.48,13250.69
836.00,13229.55,13357.15,13196.57,13281.68,69.16,917797.95,13271.42
837.00,13281.68,13362.59,13246.99,13344.96,24.24,322753.97,13317.26
838.00,13344.96,13450,13293.32,13449.98,43.7,583110.33,13344.93
839.00,13449.98,13496.48,13400.7,13464.1,30.75,413933.04,13463.27
840.00,13464.1,13530.22,13464.1,13500.06,32.64,440735.58,13503.23
841.00,13500,13512,13382.01,13449.15,32.64,438058.28,13421.75
842.00,13399.99,13463.65,13375.76,13395.11,51.64,691588.41,13392
843.00,13432.31,13432.31,13300,13306,18.91,252434.3,13349.55
844.00,13329.6,13388.98,13311.82,13388.43,8.29,110564.04,13343.89
845.00,13388.25,13388.97,13329.12,13335.38,10.7,142827.74,13354.51
846.00,13376.41,13417.94,13335.29,13413.98,13.09,175247.51,13385.63
847.00,13413.98,13413.98,13300.08,13300.08,16.72,223394.5,13360.97
848.00,13315.86,13343.31,13230,13290.78,133.86,1779678.86,13295.55
849.00,13290.78,13335.28,13163.66,13194.4,58.25,771351.06,13241.85
850.00,13194.4,13200.99,13000,13000,159.53,2085972.64,13076.08
851.00,13000,13123.93,12894.61,13119.98,365.78,4735048.6,12945.19
852.00,13100,13114.41,12975.96,13000,85.01,1109097.87,13046.06
853.00,13000,13100,12976.06,13031,68.24,889461.96,13035.19
854.00,13049.99,13049.99,12886,12925.89,67.81,877334.69,12937.7
855.00,12900,13100.01,12899.02,13063.94,116.95,1517051.68,12972.3
856.00,13064.08,13090,12975.99,13000.64,36.5,475809.86,13037.49
857.00,13006.99,13229.56,12976.01,13180.01,69.63,915697.59,13150.99
858.00,13179.99,13283.93,13106.89,13174.76,135.62,1793822.22,13226.95
859.00,13174.76,13265,13150.01,13150.01,34.42,454335.39,13201.2
860.00,13150,13204.88,13106.81,13165,38.17,501756.35,13145.07
861.00,13165,13230.36,13119.05,13119.05,17.2,226685.55,13180.92
862.00,13119.05,13245.99,13100.11,13200.42,15.53,204662.75,13182.46
863.00,13244.99,13367,13216.01,13243.83,133.9,1783354.84,13318.86
864.00,13249.99,13249.99,13100,13126.27,57.03,751551.26,13177.66
865.00,13126.99,13143.74,12967.92,13035.82,149.73,1951569.27,13034.07
866.00,13035.82,13093.24,12985.4,13010.72,64.32,838452.5,13034.68
867.00,13037.64,13092.64,12968.08,13086.93,90.98,1187245.66,13048.98
868.00,13089.6,13121.63,12942,12950,55.56,723661.76,13025.99
869.00,12950,13017.78,12903.32,12952.79,59.65,772463.19,12948.93
870.00,12945.66,13007.5,12807.27,12888.99,127.13,1637664.45,12881.61
871.00,12900,13000,12866.66,12999.82,66.76,865428.8,12963.68
872.00,13000,13098.09,12965.55,12975.99,52.91,688447.72,13012.12
873.00,12989.33,13039.57,12965.27,13019.98,47.58,618588.82,13000.95
874.00,13029.99,13163.66,13002.56,13144,83.9,1100561.7,13117.7
875.00,13102.82,13143.99,13039.67,13057.48,38.2,499475.99,13074.13
876.00,13057.48,13099.66,12993.46,13012.33,23.15,302097.75,13051.23
877.00,13012.33,13136.04,13012.33,13100.1,17.46,228308.61,13079.67
878.00,13100.1,13163.66,13100.1,13145.07,29.42,386838.74,13150.46
879.00,13145.05,13229.56,13110.79,13212.89,44.38,585312.08,13188.51
880.00,13212.89,13213.63,13110.26,13149.88,17.27,227261.31,13161.08
881.00,13120.17,13133.77,13039.96,13125,31.53,412761.73,13091.48
882.00,13125,13200,13106.45,13162.34,43.09,566305.2,13142.89
883.00,13200,13329.03,13179.63,13329.03,138.7,1836017.96,13237.72
884.00,13329.03,13350,13267.34,13285,93.1,1238800.91,13306.24
885.00,13285,13344.92,13250.11,13334.87,68.12,905029.11,13286.12
886.00,13334.86,13358,13245.46,13356.8,78.55,1045515.03,13310.63
887.00,13342,13395.76,13300.16,13395.76,33.34,445361.79,13358.48
888.00,13395.76,13395.76,13300.1,13375.64,24.08,321424.55,13350.12
889.00,13375.61,13376.02,13300.01,13328.33,27.75,369978.05,13331.4
890.00,13322.45,13363.46,13300.01,13309.28,21.35,284212,13313.36
891.00,13309.28,13507,13300.01,13500,190.49,2564154.19,13460.6
892.00,13500,13600,13469.07,13521.24,137.09,1857392.59,13548.98
893.00,13521.21,13552.03,13477.06,13549.92,18.32,247365.67,13501.31
894.00,13500.31,13549.86,13402.38,13429.46,27.52,370835.25,13475.3
895.00,13474.83,13500.3,13410.51,13465.26,17.67,238025.75,13468.83
896.00,13465.27,13500.3,13392.9,13399.98,15.97,214759.86,13446.78
897.00,13390.18,13419.17,13350.01,13380.01,16.95,226574.63,13368.26
898.00,13380.01,13460.99,13380,13430.08,29.03,390290.99,13445.13
899.00,13433.98,13449.98,13378.03,13441.57,15.58,209113.1,13422.61
900.00,13441.55,13450,13390.32,13436.29,19.7,264635.2,13432.19
901.00,13449.99,13450,13407,13423.89,37.87,508972.74,13439.11
902.00,13449.82,13449.82,13295.8,13348.98,95.76,1277545.33,13340.57
903.00,13321.11,13430.16,13300,13357.08,58.3,779347.4,13368.01
904.00,13347.08,13400.97,13295.79,13355.08,73.07,974587.16,13338.5
905.00,13376.78,13450,13333.15,13437.67,56.35,756292.99,13421.25
906.00,13450,13500,13413.32,13497.99,86.38,1163217.44,13465.88
907.00,13498.04,13631.95,13498.04,13631.95,94.86,1288166.78,13580.14
908.00,13610.02,13666.03,13550.13,13641.3,72.32,985914.67,13632.08
909.00,13641.25,13666.03,13607.81,13666.03,14.02,191418.31,13651.5
910.00,13666.02,13698,13608.41,13685.13,24.98,341360.8,13664.77
911.00,13650.31,13697.29,13590.02,13600.05,16.47,224587.49,13634.38
912.00,13620,13656.5,13570.06,13641.68,24.88,338495.86,13603.04
913.00,13608.78,13656.71,13599.17,13640.01,35.86,489479.87,13649.47
914.00,13640.01,13680.02,13571.36,13624.97,27.05,368665.58,13627.79
915.00,13596.76,13624.98,13433.79,13433.79,34.74,470752.47,13550.23
916.00,13450.61,13550.12,13427.7,13513.65,44.17,596285.56,13498.29
917.00,13550.11,13613.68,13520.5,13578.99,31.7,430879.78,13594.52
918.00,13590,13590.54,13530.63,13562.16,5,67861.29,13561.91
919.00,13540.67,13594.73,13511.99,13594.72,16.83,228022.06,13546.55
920.00,13601.99,13613.69,13536.96,13550.71,7.86,106709.09,13580.52
921.00,13595.98,13625,13575.01,13625,9.47,129022.81,13621.52
922.00,13592.84,13625,13577.39,13624.99,12.22,166397.99,13620.9
923.00,13618.49,13690.02,13618.49,13680,144.45,1973613.7,13662.89
924.00,13668.12,13700,13668.12,13700,76.96,1054111.88,13697.71
925.00,13699.99,13700.2,13689.86,13700.2,88.45,1211801.76,13699.98
926.00,13700.2,13700.2,13588.86,13588.86,28.26,385571.03,13642.16
927.00,13582.73,13592.27,13442.01,13515.66,56.65,766290.96,13527.13
928.00,13540.01,13561.99,13470,13470,37.67,509703.17,13530.92
929.00,13469.05,13491.79,13395.76,13475.98,109.49,1470435.29,13429.77
930.00,13475.81,13498.99,13435,13489,36,485343.57,13482.8
931.00,13489,13490,13475.77,13489,24.06,324478.48,13488.93
932.00,13488.99,13563.81,13474.52,13563,101.77,1373108.49,13491.74
933.00,13563,13668.65,13519.95,13655.93,132.18,1794020.67,13573.02
934.00,13661.5,13666.33,13534.01,13561.71,43.89,596955.87,13601.3
935.00,13550,13635.45,13530.04,13575,42.65,579175.91,13579.77
936.00,13575,13637.35,13575,13586,19.29,262213.54,13591.13
937.00,13584.01,13625.28,13575,13625.28,25.93,352500.07,13594.09
938.00,13625.28,13750,13625.28,13749.98,34.14,468448.46,13721.59
939.00,13749.98,13750,13697.99,13697.99,21.37,293009.12,13711.47
940.00,13697.99,13749.87,13661.76,13711.99,16.66,228084.8,13693.41
941.00,13749.92,13749.92,13687.14,13697.65,19.31,264861.9,13714.88
942.00,13709.61,13720,13661.49,13720,49.97,685151.78,13712.21
943.00,13719.99,13768.78,13719.99,13740.47,84.87,1165038.18,13727.76
944.00,13740.47,13755.62,13676.01,13676.01,21.7,297566.44,13712.04
945.00,13691.99,13710.01,13666.01,13698.24,6.69,91508.09,13688.1
946.00,13675.07,13675.07,13568.96,13637.76,13.31,181379.91,13626.37
947.00,13640,13745,13640,13723.48,17.52,240332.86,13717.61
948.00,13723.48,13750,13720.05,13730.06,8.44,115914.67,13738.76
949.00,13730.06,13768.78,13722.01,13768.78,22.35,307571.74,13759.19
950.00,13768.78,13768.78,13676.69,13683.1,46.62,639943.98,13727.34
951.00,13683.1,13689.41,13658.41,13671.3,28.08,384010.96,13677.72
952.00,13665.08,13740.01,13665.08,13699.59,24.42,334925.45,13712.9
953.00,13699.59,13717.83,13678.48,13717.23,20.18,276313.65,13690.07
954.00,13717.23,13764.23,13687.4,13728.14,22.61,310408.46,13726.11
955.00,13728.14,13768.78,13722.62,13751.25,26.53,365119.29,13760.41
956.00,13751.25,13791.09,13751.25,13765,28.72,395520.25,13771.35
957.00,13791.03,13791.03,13701.26,13701.27,44.32,609217.69,13747.3
958.00,13702,13717.64,13617,13687.49,36.51,498879.19,13662.52
959.00,13680.04,13680.04,13585,13648.27,17.75,241485.52,13607.78
960.00,13648.08,13665.29,13545.09,13570.71,54.25,739863.35,13636.8
961.00,13570.71,13605.95,13519,13600.23,31.43,426620.82,13572.74
962.00,13600.23,13600.23,13520.54,13540.78,32.27,437047.65,13545.17
963.00,13540.78,13607.41,13540.78,13563.44,17.47,237229.06,13576.07
964.00,13563.99,13605.74,13545.03,13603.51,10.05,136435.2,13573.72
965.00,13557.32,13598.42,13496.48,13543.16,39.26,531278.57,13530.88
966.00,13543.18,13575.05,13524.74,13575.05,12.71,172145.44,13546.77
967.00,13564.32,13586.35,13541,13585.84,27.53,373505.14,13564.8
968.00,13585.76,13677.55,13568.81,13649.91,39,530951.48,13613.15
969.00,13649.92,13649.92,13577.96,13577.96,8.89,121007.96,13614.7
970.00,13614.81,13648.89,13587.13,13639.83,7.17,97627.37,13616.06
971.00,13639.81,13649,13554.15,13554.15,34.64,470442.37,13582.39
972.00,13565.99,13601.28,13540.19,13549.99,10.92,148177.76,13568.16
973.00,13563.15,13600,13493.56,13493.9,23.89,322722.77,13507.8
974.00,13493.56,13493.9,13333.62,13382.03,95.97,1285801.73,13398.33
975.00,13382.03,13413,13329.03,13394.6,25.44,339690.94,13353.43
976.00,13394.99,13472.99,13394.6,13472.99,83.93,1128189.14,13442.55
977.00,13460.01,13512.83,13448.99,13460,33.69,453799.8,13470.09
978.00,13440.02,13518.84,13409,13496.49,74.78,1006964.72,13466.41
979.00,13508.98,13535.34,13446.68,13479.99,57.71,779586.83,13509.61
980.00,13479.99,13535.25,13476.95,13486.5,25.34,341691.87,13486.42
981.00,13496.5,13530.01,13496.5,13530.01,16.93,228717.89,13509.97
982.00,13507.27,13584.1,13507.26,13550,52.86,716059.6,13547.03
983.00,13550,13579.92,13500.01,13530.35,24.46,331202.15,13538.05
984.00,13530.99,13573.99,13520,13550,19.24,260623.17,13547.18
985.00,13573.98,13653.36,13573.98,13615.99,52.47,714699.76,13620.64
986.00,13644.91,13700.2,13615.99,13700.2,91.67,1254438.88,13683.75
987.00,13700,13941.75,13700,13930,150.93,2085031.71,13814.6
988.00,13934.99,13987.03,13864.83,13933,73.07,1018634.72,13941.21
989.00,13930,13990.29,13868.01,13935.97,63.54,886802.28,13957.55
990.00,13935.97,13971.98,13864.61,13900,36.23,503594.95,13899.28
991.00,13900,13932.63,13878.88,13899,20.42,283960.36,13902.74
992.00,13899,13917.33,13788.79,13846.99,54.73,758030.98,13851.62
993.00,13847.99,13930.35,13840.02,13891.16,31.98,443610.89,13871.04
994.00,13930.2,13984.38,13887.65,13946.08,36.57,510444.14,13957.35
995.00,13946.08,13981.95,13900,13940.01,15.97,222503.21,13931.97
996.00,13976.39,13990,13940,13986.92,59.24,827110.02,13962.35
997.00,13986.88,13990.29,13956.94,13970,38.11,532645.3,13978.25
998.00,13970,14000,13912.04,13990.96,59.54,832138.63,13976.16
999.00,13990.98,14152.19,13965.71,14101.22,181.43,2553938.3,14076.75
1000.00,14101.22,14139.28,14016.08,14049,31.72,446942.15,14088.07
1001.00,14016.08,14104.39,14006.08,14059.98,28.12,395353.04,14060.01
1002.00,14059.98,14070.79,13924.05,13967.18,56.39,788779.14,13988.62
1003.00,13967.17,14068.97,13952,14006.89,63.3,886004.63,13997.8
1004.00,14006.89,14123.41,13957.66,14123.41,30.25,424968.24,14046.38
1005.00,14097.34,14136.52,14033.3,14097.52,25.05,353177.66,14096.15
1006.00,14091.5,14091.76,13927.92,13950.91,50.06,702416.76,14032.79
1007.00,13988.13,14030.66,13952,13990.08,26.61,372336.53,13991.24
1008.00,13991,14014.64,13843.22,13860,62.54,872359.86,13949.73
1009.00,13905.76,13905.76,13837.71,13890.51,25.27,350722.23,13880.54
1010.00,13899.9,13970.04,13899.9,13950.91,22,306246.71,13919.6
1011.00,13930.09,13958.7,13930.09,13955,7.47,104220.14,13957.77
1012.00,13954.2,14054.17,13940,14000.02,94.09,1316893.6,13996.52
1013.00,14000,14000,14000,14000,5.38,75354.12,14000
1014.00,14002.19,14152.19,13979.31,14051.91,263.47,3706119.08,14066.78
1015.00,14041.93,14095.15,14015.8,14059.98,67.34,945330.17,14038.7
1016.00,14053.7,14059.98,14018.18,14025,7.21,101309.43,14048.47
1017.00,14025,14080.99,14015.8,14069.76,25.12,352296.71,14025.24
1018.00,14069.76,14136.05,14035.63,14036.53,48.37,681420.05,14088.62
1019.00,14047.5,14100,14030.01,14051.13,51.14,718586.31,14050.41
1020.00,14050,14098.8,14048,14048.95,27.75,390362.34,14068.3
1021.00,14048.95,14090.46,13990.1,14026.16,62.67,879282.73,14029.28
1022.00,14026.16,14040.11,14001.79,14015.66,21.55,302050.64,14015.96
1023.00,14020,14039.84,13990.11,13999.39,31.82,445580.63,14005.13
1024.00,14010.39,14040,13991.17,14013.53,17.67,247689.73,14018.73
1025.00,14024.6,14039.96,13995.75,13999.4,65.07,912712.49,14026.61
1026.00,14008.05,14037.09,13990.11,14027,13.59,190485.87,14015.63
1027.00,14020.06,14070,13984.05,14062.59,37.39,524205.74,14019.82
1028.00,14062.61,14062.71,14000,14039.8,17.82,249970.71,14027.63
1029.00,14039.98,14040,13859.75,13859.75,37.26,520145.42,13960.42
1030.00,13859.75,13929.95,13837.83,13907.68,53.02,735698.66,13875.59
1031.00,13907.68,13930,13850.56,13927,34.07,473605.03,13899.82
1032.00,13927,13971.67,13872.12,13906.03,20.93,291368.49,13923.58
1033.00,13899.4,13928.27,13852.09,13912.54,19.93,276931.75,13898.56
1034.00,13912.34,13912.34,13853.1,13861.86,17.5,242668.7,13864.19
1035.00,13898.8,13898.87,13837.86,13877.66,39.5,547471.09,13860.89
1036.00,13877.66,13914.49,13837.71,13838.5,34.49,478270.4,13866.8
1037.00,13838.5,13890.12,13803.2,13839.37,123.29,1709558.06,13865.88
1038.00,13849.87,13882.99,13836.65,13878.69,39.28,544225.23,13855.13
1039.00,13878.68,13935,13872,13935,25.43,353488.66,13899.45
1040.00,13934.75,13998.52,13915.3,13930.62,79.01,1102351.28,13952.13
1041.00,13988.97,14032.48,13938.91,13960,80.25,1123372.06,13999.14
1042.00,13952.35,13980.49,13902.71,13918.34,23.23,323874.93,13940.63
1043.00,13918.34,14000,13916.75,13935.93,39.83,556013.53,13959.19
1044.00,13935.95,13999.13,13897.99,13897.99,33.99,473757.8,13939.07
1045.00,13897.98,14020.48,13885.13,13954.34,97.23,1358099.33,13967.94
1046.00,13980.99,13999.99,13887.01,13889.82,69.18,964671.49,13944.08
1047.00,13895.09,13947.37,13875,13890,76.6,1063715.35,13885.87
1048.00,13875,13890.63,13875,13875,44.97,624187.58,13880.38
1049.00,13880.99,13900,13825,13825,122.71,1701535.42,13865.76
1050.00,13825,13859.97,13806.13,13824.99,216.44,2993867.97,13832.51
1051.00,13824.99,13860,13803.2,13803.2,60.39,834790.92,13823.65
1052.00,13803.2,13827.98,13756.93,13757.05,204.62,2822444.85,13793.26
1053.00,13757.05,13797.6,13734.45,13734.99,233.33,3208623.22,13751.35
1054.00,13734.46,13797.15,13675,13713.98,112.02,1536056.7,13712
1055.00,13713.98,13735.77,13680,13698.54,66.8,914696.97,13692.59
1056.00,13698.45,13749,13668.1,13722.31,48.16,659886.57,13700.56
1057.00,13722.41,13797.58,13709.01,13755.02,58.02,797310.94,13741.06
1058.00,13754.99,13779.91,13699.97,13699.97,16.52,226828.76,13727.81
1059.00,13687.02,13736.99,13564.05,13595.4,138.06,1884768.56,13651.65
1060.00,13595.4,13606.22,13395.76,13540.2,249.55,3368345.47,13497.77
1061.00,13540.2,13556.99,13480.99,13500,40.14,541770.52,13496.36
1062.00,13500,13604.5,13487.35,13579.96,49.88,675483.15,13540.91
1063.00,13579.93,13579.93,13483.22,13520.45,38.81,524507.82,13515.68
1064.00,13508.99,13645,13488.93,13644.99,31.93,433597.1,13581.47
1065.00,13644.99,13646.85,13575,13592.72,30.72,417760.82,13597.73
1066.00,13575.03,13658.74,13575,13596.19,41.14,559906.43,13610.29
1067.00,13600,13644.01,13575.23,13575.23,18.66,253625.83,13593.83
1068.00,13575.24,13623.96,13575,13575.02,45.01,611035.5,13576.92
1069.00,13575.02,13641.35,13575,13630.89,76.09,1033392.77,13580.94
1070.00,13630.28,13630.28,13559.98,13559.99,43.69,593264.91,13580.4
1071.00,13571.89,13580,13550,13580,145.04,1966670.99,13559.35
1072.00,13579.99,13655,13560.69,13655,42.58,578771.69,13593.56
1073.00,13635.99,13700.2,13630.64,13676.93,26.58,363610.18,13677.37
1074.00,13643.29,13696,13629.2,13695.71,16.92,231051.86,13658.04
1075.00,13695.7,13700,13654,13687.96,12.73,174246.45,13685.32
1076.00,13687.96,13700,13659.74,13675,7.48,102406.68,13686.63
1077.00,13699.99,13699.99,13658,13679.99,25.58,349874.05,13678.23
1078.00,13679.99,13699.99,13642.87,13658.04,35.68,487197.36,13655.96
1079.00,13654.99,13658.01,13601.71,13601.71,36.08,492086.27,13638.54
1080.00,13609.8,13609.8,13500,13570.47,24.72,334595.58,13535
1081.00,13570.11,13591.3,13539.99,13555.03,10.78,146364.16,13573.57
1082.00,13555.03,13576.98,13514,13524.34,38.02,514441.16,13531.84
1083.00,13536.97,13565.94,13480.22,13519,43.18,582563.34,13490.81
1084.00,13554.99,13640,13521.52,13639.67,29.24,397087.13,13580.34
1085.00,13639.46,13640,13578.8,13639.99,53.55,729325.53,13620.46
1086.00,13639.99,13699.99,13585.13,13585.13,31.92,436020.1,13659.91
1087.00,13590.22,13655.1,13580.23,13600.76,20.59,280195.23,13606.26
1088.00,13602.56,13649.99,13520.02,13548.29,20.17,273194.39,13545.26
1089.00,13560,13620,13511.17,13520,27.35,370804.43,13557.5
1090.00,13535.75,13605.83,13535.75,13536,31.69,429964.85,13568.67
1091.00,13550,13591.63,13483.41,13520,21.4,289387.82,13524.72
1092.00,13520,13543.27,13489.77,13535.05,18.8,254145.05,13518.61
1093.00,13535.04,13564.99,13498.98,13530.95,21.11,285813.39,13539.9
1094.00,13529.98,13592,13518.66,13531.75,24.88,337134.41,13551.26
1095.00,13522.72,13599.49,13518.22,13550.2,18.82,255036.41,13549.12
1096.00,13550.2,13756.46,13545.79,13686.85,166.71,2279361.9,13672.44
1097.00,13685.99,13700,13660,13660.13,17.24,235779.6,13675.71
1098.00,13660.13,13717.37,13660,13660,28.21,385563.74,13666.97
1099.00,13660,13750,13650.01,13750,31.93,437371.46,13697.5
1100.00,13756.48,13800,13734.38,13744.08,45.33,624329.19,13772.27
1101.00,13744.08,13789.92,13734.78,13786.89,62.8,865304.22,13778.44
1102.00,13786.89,13837.71,13734.51,13735.23,32.38,446842.01,13800.95
1103.00,13771.45,13835.71,13735.06,13778.48,17.67,243440.88,13774.05
1104.00,13778.48,13824.95,13750.06,13790.7,24.95,344196.84,13794.37
1105.00,13790.7,13829.19,13750.47,13781.09,17.74,244652.86,13787.6
1106.00,13781.99,13802.06,13700.35,13789.51,12.62,173594.45,13754.94
1107.00,13789.46,13799.28,13715.39,13733.62,20.88,287248.05,13753.83
1108.00,13733.62,13904,13715.49,13904,156.77,2173384.83,13863.24
1109.00,13904,13976.61,13889.49,13940,67.86,945592.09,13934.53
1110.00,13940,13976.61,13901.33,13940.93,25.95,361899.62,13946.6
1111.00,13940.93,13958.43,13841.54,13862,75.47,1047584.29,13880.57
1112.00,13862.01,13914.02,13860,13862.63,34.12,474193.81,13897.29
1113.00,13910.92,13933.34,13832.14,13839.79,52.24,726391.11,13905.24
1114.00,13878.57,13899.43,13833.79,13833.81,26.87,372861.62,13875.14
1115.00,13877.16,13940.79,13850.08,13881.63,25.3,351690.4,13899.94
1116.00,13881.72,13934.19,13745,13801.75,45,621910.8,13819.2
1117.00,13801.75,13855.23,13766.84,13822,43.09,595684.01,13824.79
1118.00,13820.99,13840.5,13779.54,13800.75,25.9,357892.36,13816.49
1119.00,13800.75,13860,13800,13817.03,15.22,210360.31,13825.05
1120.00,13845.99,13856.96,13747.82,13747.82,6.05,83455.47,13799.12
1121.00,13748.28,13832.97,13742.03,13775.1,23.41,322254.9,13764.85
1122.00,13775.1,13818.34,13736.65,13755,23.61,325073.7,13768.57
1123.00,13792.99,13825.16,13737.46,13815,32.84,452512.26,13780.82
1124.00,13814.96,13816.86,13744.3,13744.3,16.22,223600.71,13786.15
1125.00,13803.06,13826.86,13770.03,13771.05,5.75,79467.14,13811.7
1126.00,13775.4,13796.33,13750.11,13774.99,14,192782.38,13770.87
1127.00,13774.98,13775,13750.11,13774.89,23.37,321632.15,13763.11
1128.00,13763,13774.24,13717.47,13717.47,17.6,241724.09,13736.72
1129.00,13717.47,13717.48,13666.04,13675,49.21,673042.17,13678.07
1130.00,13672.28,13675,13659,13659,32.71,447168.29,13670.46
1131.00,13675,13713.55,13673.83,13693,23.34,319390.9,13682.05
1132.00,13692.32,13717.48,13612.7,13612.7,74.06,1012506.34,13670.51
1133.00,13612.7,13645,13598.06,13600.69,26.47,360374.52,13614.13
1134.00,13639.23,13645,13597.96,13620,61.73,840779.85,13621.19
1135.00,13620,13676.63,13611.63,13659.89,27.26,371752.4,13636.71
